M0080007 Assembly Language Programming,7,0.46970880031585693,NMIT,NET502,5
 C0080001 Javaweb Programming Course Design,7,0.5462351441383362,NMIT,NET602,6
 C0080009 Computer Architecture Course Design,7,0.5425744652748108,NMIT,NET602,6
 M0080015 Mobile Application Development,7,0.4660637378692627,NMIT,NET602,6
B00800006 Computer Networks,7,0.43079259991645813,NMIT,NET602,6
 C0080001 Computer Networks Course Design,7,0.4192506968975067,NMIT,NET602,6
M0080001 Javaweb Programming Javaweb,7,0.41640907526016235,NMIT,NET602,6
B0080018 Database Principles,6,0.409250945,NMIT,NET602,6
B00800006 Computer Networks,7,0.669964075,NMIT,NET604,6
B0080010 Computer Organization and Design,7,0.6119574904441833,NMIT,NET604,6
 C0080001 Computer Networks Course Design,7,0.5192157626152039,NMIT,NET604,6
Database Principles Course Design,6,0.44960281252861023,NMIT,NET604,6
 C0080001 Javaweb Programming Course Design,7,0.43878811597824097,NMIT,NET604,6
 C0080009 Production Internship,7,0.675986111,NMIT,NET701,7
C0080008 Introductory Internship,6,0.6367219686508179,NMIT,NET701,7
 C0080001 Computer Networks Course Design,7,0.4847894310951233,NMIT,NET701,7
B00800006 Computer Networks,7,0.46741098165512085,NMIT,NET701,7
B0080010 Computer Organization and Design,7,0.4658176004886627,NMIT,NET701,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.4446459710597992,NMIT,NET701,7
 C0080001 Javaweb Programming Course Design,7,0.6085595488548279,NMIT,NET702,7
 C0080009 Computer Architecture Course Design,7,0.5688615441322327,NMIT,NET702,7
M0080001 Javaweb Programming Javaweb,7,0.5118983387947083,NMIT,NET702,7
 C0080001 Computer Networks Course Design,7,0.4370298683643341,NMIT,NET702,7
B00800006 Computer Networks,7,0.41620635986328125,NMIT,NET702,7
B00800006 Computer Networks,7,0.7038192749023438,NMIT,OSA501,5
B0080010 Computer Organization and Design,7,0.663652778,NMIT,OSA501,5
 C0080001 Computer Networks Course Design,7,0.5736434459686279,NMIT,OSA501,5
 B0080006 Computer Operating Systems,7,0.4609614610671997,NMIT,OSA501,5
 C0080009 Production Internship,7,0.8132614493370056,NMIT,PFW601,6
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.6428148746490479,NMIT,PFW601,6
C0080008 Introductory Internship,6,0.6221533417701721,NMIT,PFW601,6
  M0080013 Algorithm Design and Analysis,7,0.6187362670898438,NMIT,PFW601,6
 C0080009 Computer Architecture Course Design,7,0.44319018721580505,NMIT,PFW601,6
 C0080009 Production Internship,7,0.7751471400260925,NMIT,PRJ702,7
C0080008 Introductory Internship,6,0.6230924129486084,NMIT,PRJ702,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.5719034671783447,NMIT,PRJ702,7
 M0080011 Software Engineering,7,0.5446570515632629,NMIT,PRJ702,7
 C0080009 Computer Architecture Course Design,7,0.4638378322124481,NMIT,PRJ702,7
B0080003 Java Programming,6,0.43983009457588196,NMIT,PRJ702,7
 M0080015 Mobile Application Development,7,0.4397887885570526,NMIT,PRJ702,7
  M0080013 Algorithm Design and Analysis,7,0.43500539660453796,NMIT,PRJ702,7
 C0080009 Production Internship,7,0.7728840112686157,NMIT,PRJ703,7
C0080008 Introductory Internship,6,0.6268143653869629,NMIT,PRJ703,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.5986745953559875,NMIT,PRJ703,7
 M0080011 Software Engineering,7,0.5518586039543152,NMIT,PRJ703,7
 C0080009 Computer Architecture Course Design,7,0.4669295847415924,NMIT,PRJ703,7
  M0080013 Algorithm Design and Analysis,7,0.46263962984085083,NMIT,PRJ703,7
 M0080015 Mobile Application Development,7,0.456741065,NMIT,PRJ703,7
B0080003 Java Programming,6,0.4517156481742859,NMIT,PRJ703,7
 C0080009 Production Internship,7,0.682359517,NMIT,RES701,7
C0080008 Introductory Internship,6,0.5086613893508911,NMIT,RES701,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.48188379406929016,NMIT,RES701,7
 C0080009 Computer Architecture Course Design,7,0.44975197315216064,NMIT,RES701,7
 C0080001 Computer Networks Course Design,7,0.4323711395263672,NMIT,RES701,7
 C0080001 Javaweb Programming Course Design,7,0.6822438836097717,NMIT,SDV502,5
 M0080015 Mobile Application Development,7,0.6173663139343262,NMIT,SDV502,5
B0080018 Database Principles,6,0.565811813,NMIT,SDV502,5
Database Principles Course Design,6,0.5391507148742676,NMIT,SDV502,5
M0080001 Javaweb Programming Javaweb,7,0.5364803671836853,NMIT,SDV502,5
 C0080009 Computer Architecture Course Design,7,0.5187353491783142,NMIT,SDV502,5
 M0080011 Software Engineering,7,0.41011664271354675,NMIT,SDV502,5
Database Principles Course Design,6,0.8080369234085083,NMIT,SDV503,5
C0080002 Java Programming Course Design,6,0.7047815918922424,NMIT,SDV503,5
C0080007 Object-Oriented Programming (C++ ),6,0.6667913198471069,NMIT,SDV503,5
C0080010 Data Structures Course Design,5,0.6590054631233215,NMIT,SDV503,5
M0080008 Object-Oriented Programming Design in C++,6,0.6362729072570801,NMIT,SDV503,5
 C008007 Procedural Programming (C Language) Course Design,5,0.6274296045303345,NMIT,SDV503,5
M008004 Python Programming,7,0.6254606246948242,NMIT,SDV503,5
 M0080011 Software Engineering,7,0.6079773902893066,NMIT,SDV503,5
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.6031699180603027,NMIT,SDV503,5
 M0080015 Mobile Application Development,7,0.5801158547401428,NMIT,SDV503,5
B0080003 Java Programming,6,0.5698129534721375,NMIT,SDV503,5
B0080018 Database Principles,6,0.5630055069923401,NMIT,SDV503,5
M0080007 Assembly Language Programming,7,0.5425488948822021,NMIT,SDV503,5
M0080014 Microcomputer Principles and Interface Technology,7,0.517289937,NMIT,SDV503,5
  M0080013 Algorithm Design and Analysis,7,0.48855942487716675,NMIT,SDV503,5
 C0080009 Computer Architecture Course Design,7,0.48711028695106506,NMIT,SDV503,5
B0080010 Computer Organization and Design,7,0.48514968156814575,NMIT,SDV503,5
 C0080001 Javaweb Programming Course Design,7,0.462903768,NMIT,SDV503,5
 C0080003 Python programming Course design,7,0.4609151780605316,NMIT,SDV503,5
 C008007 Procedural Programming (C Language) Course Design,5,0.7754045128822327,NMIT,SDV601,6
C0080007 Object-Oriented Programming (C++ ),6,0.7678099274635315,NMIT,SDV601,6
M0080008 Object-Oriented Programming Design in C++,6,0.762224019,NMIT,SDV601,6
C0080002 Java Programming Course Design,6,0.7453412413597107,NMIT,SDV601,6
Database Principles Course Design,6,0.7135607600212097,NMIT,SDV601,6
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.6609967350959778,NMIT,SDV601,6
B0080003 Java Programming,6,0.6441249847412109,NMIT,SDV601,6
M0080007 Assembly Language Programming,7,0.622864842,NMIT,SDV601,6
M0080014 Microcomputer Principles and Interface Technology,7,0.6044780015945435,NMIT,SDV601,6
C0080010 Data Structures Course Design,5,0.6023987531661987,NMIT,SDV601,6
 M0080011 Software Engineering,7,0.588014543,NMIT,SDV601,6
B0080010 Computer Organization and Design,7,0.5826088190078735,NMIT,SDV601,6
  M0080013 Algorithm Design and Analysis,7,0.5641226172447205,NMIT,SDV601,6
M008004 Python Programming,7,0.5451561212539673,NMIT,SDV601,6
 M0080015 Mobile Application Development,7,0.46786147356033325,NMIT,SDV601,6
B0080018 Database Principles,6,0.451168418,NMIT,SDV601,6
 C0080013 Microcomputer Principles and Interface Technology Course Design,7,0.43173253536224365,NMIT,SDV601,6
 C0080009 Computer Architecture Course Design,7,0.4314992129802704,NMIT,SDV601,6
 B0080006 Computer Operating Systems,7,0.41150128841400146,NMIT,SDV601,6
B0080015 Data Structures,6,0.41000935435295105,NMIT,SDV601,6
 C008007 Procedural Programming (C Language) Course Design,5,0.7966952323913574,NMIT,SDV602,6
Database Principles Course Design,6,0.6289231181144714,NMIT,SDV602,6
B0080003 Java Programming,6,0.6263098120689392,NMIT,SDV602,6
M0080014 Microcomputer Principles and Interface Technology,7,0.6167395710945129,NMIT,SDV602,6
C0080002 Java Programming Course Design,6,0.5932225584983826,NMIT,SDV602,6
M0080007 Assembly Language Programming,7,0.5815656185150146,NMIT,SDV602,6
 M0080011 Software Engineering,7,0.5725284218788147,NMIT,SDV602,6
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.5582418441772461,NMIT,SDV602,6
B0080010 Computer Organization and Design,7,0.5524217486381531,NMIT,SDV602,6
M0080008 Object-Oriented Programming Design in C++,6,0.5215545892715454,NMIT,SDV602,6
C0080007 Object-Oriented Programming (C++ ),6,0.5018811225891113,NMIT,SDV602,6
C0080008 Introductory Internship,6,0.4712207615375519,NMIT,SDV602,6
M008004 Python Programming,7,0.45466792583465576,NMIT,SDV602,6
C0080010 Data Structures Course Design,5,0.4535779654979706,NMIT,SDV602,6
 M0080015 Mobile Application Development,7,0.44664743542671204,NMIT,SDV602,6
  M0080013 Algorithm Design and Analysis,7,0.42954328656196594,NMIT,SDV602,6
Database Principles Course Design,6,0.7417665123939514,NMIT,SDV701,7
 M0080011 Software Engineering,7,0.6938949227333069,NMIT,SDV701,7
 M0080015 Mobile Application Development,7,0.6682834625244141,NMIT,SDV701,7
C0080002 Java Programming Course Design,6,0.620532215,NMIT,SDV701,7
C0080007 Object-Oriented Programming (C++ ),6,0.6145316362380981,NMIT,SDV701,7
 C0080001 Javaweb Programming Course Design,7,0.5868630409240723,NMIT,SDV701,7
C0080010 Data Structures Course Design,5,0.5829068422317505,NMIT,SDV701,7
M0080008 Object-Oriented Programming Design in C++,6,0.5469900965690613,NMIT,SDV701,7
M008004 Python Programming,7,0.5309473276138306,NMIT,SDV701,7
B0080003 Java Programming,6,0.49597200751304626,NMIT,SDV701,7
 C008007 Procedural Programming (C Language) Course Design,5,0.48916614055633545,NMIT,SDV701,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.48107996582984924,NMIT,SDV701,7
 C0080009 Computer Architecture Course Design,7,0.4749408960342407,NMIT,SDV701,7
B0080018 Database Principles,6,0.47135525941848755,NMIT,SDV701,7
M0080014 Microcomputer Principles and Interface Technology,7,0.470395952,NMIT,SDV701,7
M0080007 Assembly Language Programming,7,0.4642294645309448,NMIT,SDV701,7
 C0080003 Python programming Course design,7,0.41498053073883057,NMIT,SDV701,7
B0080010 Computer Organization and Design,7,0.4067111611366272,NMIT,SDV701,7
 C0080001 Javaweb Programming Course Design,7,0.6027054190635681,NMIT,SEC602,6
B00800006 Computer Networks,7,0.5604060292243958,NMIT,SEC602,6
 C0080001 Computer Networks Course Design,7,0.5024484992027283,NMIT,SEC602,6
B0080010 Computer Organization and Design,7,0.48900794982910156,NMIT,SEC602,6
 C0080009 Computer Architecture Course Design,7,0.4300992488861084,NMIT,SEC602,6
M0080001 Javaweb Programming Javaweb,7,0.422264963,NMIT,SEC602,6
B0080010 Computer Organization and Design,7,0.627703071,NMIT,SEC701,7
 C0080009 Production Internship,7,0.5935550332069397,NMIT,SEC701,7
C0080008 Introductory Internship,6,0.5731785297393799,NMIT,SEC701,7
B00800006 Computer Networks,7,0.4846811,NMIT,SEC701,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.4577987492084503,NMIT,SEC701,7
 B0080006 Computer Operating Systems,7,0.454755038,NMIT,SEC701,7
 C0080009 Computer Architecture Course Design,7,0.4307931065559387,NMIT,SEC701,7
Database Principles Course Design,6,0.7816291451454163,NMIT,SYD502,5
B0080010 Computer Organization and Design,7,0.6548499464988708,NMIT,SYD502,5
B0080018 Database Principles,6,0.6516403555870056,NMIT,SYD502,5
 C0080009 Computer Architecture Course Design,7,0.6435431241989136,NMIT,SYD502,5
 C0080001 Javaweb Programming Course Design,7,0.6127467751502991,NMIT,SYD502,5
 M0080015 Mobile Application Development,7,0.5494006276130676,NMIT,SYD502,5
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.5040838718414307,NMIT,SYD502,5
M0080007 Assembly Language Programming,7,0.4955563545227051,NMIT,SYD502,5
C0080010 Data Structures Course Design,5,0.4493057131767273,NMIT,SYD502,5
M008004 Python Programming,7,0.41534414887428284,NMIT,SYD502,5
M0080008 Object-Oriented Programming Design in C++,6,0.7111037969589233,NMIT,SYD601,6
C0080007 Object-Oriented Programming (C++ ),6,0.708967388,NMIT,SYD601,6
 C008007 Procedural Programming (C Language) Course Design,5,0.6527191400527954,NMIT,SYD601,6
C0080002 Java Programming Course Design,6,0.6489919424057007,NMIT,SYD601,6
Database Principles Course Design,6,0.6077988147735596,NMIT,SYD601,6
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.5849900245666504,NMIT,SYD601,6
B0080003 Java Programming,6,0.5021814107894897,NMIT,SYD601,6
M0080007 Assembly Language Programming,7,0.4925251305103302,NMIT,SYD601,6
B0080018 Database Principles,6,0.4826340675354004,NMIT,SYD601,6
  M0080013 Algorithm Design and Analysis,7,0.4599055051803589,NMIT,SYD601,6
M008004 Python Programming,7,0.45682430267333984,NMIT,SYD601,6
C0080010 Data Structures Course Design,5,0.45488783717155457,NMIT,SYD601,6
B0080010 Computer Organization and Design,7,0.4068857729434967,NMIT,SYD601,6
B0080010 Computer Organization and Design,7,0.6447688937187195,NMIT,SYD701,7
 C008007 Procedural Programming (C Language) Course Design,5,0.5226462483406067,NMIT,SYD701,7
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.4839426875114441,NMIT,SYD701,7
 B0080006 Computer Operating Systems,7,0.4549942910671234,NMIT,SYD701,7
Database Principles Course Design,6,0.4460490345954895,NMIT,SYD701,7
B00800006 Computer Networks,7,0.5696806311607361,NMIT,TEC501,5
 C0080001 Computer Networks Course Design,7,0.4821310341358185,NMIT,TEC501,5
B0080010 Computer Organization and Design,7,0.4560888409614563,NMIT,TEC501,5
 C0080001 Javaweb Programming Course Design,7,0.7964167594909668,NMIT,WEB502,5
 M0080015 Mobile Application Development,7,0.6669150590896606,NMIT,WEB502,5
Database Principles Course Design,6,0.6531302332878113,NMIT,WEB502,5
 C0080009 Computer Architecture Course Design,7,0.634628177,NMIT,WEB502,5
B0080018 Database Principles,6,0.6214981079101562,NMIT,WEB502,5
M0080001 Javaweb Programming Javaweb,7,0.5574551820755005,NMIT,WEB502,5
C0080010 Data Structures Course Design,5,0.4792213439941406,NMIT,WEB502,5
 M0080011 Software Engineering,7,0.4332197308540344,NMIT,WEB502,5
 C0080012 22.Algorithm Design and Analysis Course Design,7,0.41749581694602966,NMIT,WEB502,5
M008004 Python Programming,7,0.4164034426212311,NMIT,WEB502,5
 C0080001 Javaweb Programming Course Design,7,0.7065891027450562,NMIT,WEB504,5
B0080018 Database Principles,6,0.6845397353172302,NMIT,WEB504,5
Database Principles Course Design,6,0.6532033681869507,NMIT,WEB504,5
 M0080015 Mobile Application Development,7,0.5690614581108093,NMIT,WEB504,5
 C0080009 Computer Architecture Course Design,7,0.5557026863098145,NMIT,WEB504,5
M0080001 Javaweb Programming Javaweb,7,0.4812712073326111,NMIT,WEB504,5
C0080010 Data Structures Course Design,5,0.4350140690803528,NMIT,WEB504,5
M008004 Python Programming,7,0.4162268042564392,NMIT,WEB504,5
 C0080001 Javaweb Programming Course Design,7,0.7806956768035889,NMIT,WEB601,6
 M0080015 Mobile Application Development,7,0.7749346494674683,NMIT,WEB601,6
Database Principles Course Design,6,0.7492937445640564,NMIT,WEB601,6
M0080001 Javaweb Programming Javaweb,7,0.7365038990974426,NMIT,WEB601,6
 C0080009 Computer Architecture Course Design,7,0.6375502347946167,NMIT,WEB601,6
B0080010 Computer Organization and Design,7,0.5856618285179138,NMIT,WEB601,6
B0080018 Database Principles,6,0.5587425231933594,NMIT,WEB601,6
M0080007 Assembly Language Programming,7,0.5338297486305237,NMIT,WEB601,6
M0080014 Microcomputer Principles and Interface Technology,7,0.5192715525627136,NMIT,WEB601,6
M008004 Python Programming,7,0.48542892932891846,NMIT,WEB601,6
 M0080011 Software Engineering,7,0.47233831882476807,NMIT,WEB601,6
C0080010 Data Structures Course Design,5,0.45580533146858215,NMIT,WEB601,6
 C0080003 Python programming Course design,7,0.4067791998386383,NMIT,WEB601,6
 C0080001 Javaweb Programming Course Design,7,0.5933957099914551,NMIT,WEB701,7
 C0080009 Computer Architecture Course Design,7,0.45199963450431824,NMIT,WEB701,7
